country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Greenland,GRL,2021-02-26,,,,,77.0,,,,1356.0,Pfizer/BioNTech,Government of Greenland,https://knr.gl/da/nyheder/overblik-s%C3%A5-langt-er-gr%C3%B8nland-med-vaccinere
Greenland,GRL,2021-02-27,,,,,77.0,,,,1356.0,Pfizer/BioNTech,Government of Greenland,https://knr.gl/da/nyheder/overblik-s%C3%A5-langt-er-gr%C3%B8nland-med-vaccinere
Greenland,GRL,2021-02-28,,,,,77.0,,,,1356.0,Pfizer/BioNTech,Government of Greenland,https://knr.gl/da/nyheder/overblik-s%C3%A5-langt-er-gr%C3%B8nland-med-vaccinere
Greenland,GRL,2021-03-01,5130.0,3927.0,1203.0,,77.0,9.04,6.92,2.12,1356.0,Pfizer/BioNTech,Government of Greenland,https://knr.gl/da/nyheder/overblik-s%C3%A5-langt-er-gr%C3%B8nland-med-vaccinere
Grenada,GRD,2021-02-11,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-12,,,,,29.0,,,,258.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-13,,,,,29.0,,,,258.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-14,,,,,29.0,,,,258.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-15,,,,,29.0,,,,258.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-16,146.0,146.0,,,29.0,0.13,0.13,,258.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-17,,,,,72.0,,,,640.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-18,,,,,102.0,,,,907.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-19,,,,,139.0,,,,1235.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-20,,,,,176.0,,,,1564.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-21,,,,,212.0,,,,1884.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-22,,,,,249.0,,,,2213.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-23,,,,,285.0,,,,2533.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-24,,,,,285.0,,,,2533.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-25,,,,,285.0,,,,2533.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Grenada,GRD,2021-02-26,3000.0,3000.0,,,285.0,2.67,2.67,,2533.0,Oxford/AstraZeneca,Government of Grenada,http://www.gov.gd/more-3000-grenadians-receive-covid-19-vaccine
Guatemala,GTM,2021-02-25,0.0,0.0,,,,0.0,0.0,,,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-02-26,,,,,1112.0,,,,62.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-02-27,2224.0,2224.0,,,1112.0,0.01,0.01,,62.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-02-28,,,,,775.0,,,,43.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-01,2427.0,2427.0,,,607.0,0.01,0.01,,34.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-02,,,,,836.0,,,,47.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-03,,,,,988.0,,,,55.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-04,,,,,1098.0,,,,61.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-05,,,,,1189.0,,,,66.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-06,,,,,1280.0,,,,71.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-07,,,,,1516.0,,,,85.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-08,,,,,1752.0,,,,98.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-09,,,,,1752.0,,,,98.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-10,,,,,1752.0,,,,98.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-11,19947.0,19947.0,,,1752.0,0.11,0.11,,98.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-12,28534.0,28534.0,,8587.0,2728.0,0.16,0.16,,152.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-13,30890.0,30890.0,,2356.0,2815.0,0.17,0.17,,157.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-14,34217.0,34217.0,,3327.0,3040.0,0.19,0.19,,170.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guatemala,GTM,2021-03-15,42330.0,42330.0,,8113.0,3948.0,0.24,0.24,,220.0,Moderna,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guernsey,GGY,2021-01-24,6673.0,6151.0,522.0,,,9.95,9.17,0.78,,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-25,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-26,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-27,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-28,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-29,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-30,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-01-31,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-01,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-02,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-03,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-04,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-05,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-06,,,,,604.0,,,,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-07,15135.0,12045.0,3090.0,,604.0,22.57,17.96,4.61,9008.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-08,,,,,603.0,,,,8993.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-09,,,,,601.0,,,,8963.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-10,,,,,599.0,,,,8933.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-11,,,,,598.0,,,,8918.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-12,,,,,596.0,,,,8889.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-13,,,,,594.0,,,,8859.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-14,19284.0,13950.0,5334.0,,593.0,28.76,20.8,7.96,8844.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-15,,,,,520.0,,,,7755.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-16,,,,,448.0,,,,6681.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-17,,,,,375.0,,,,5593.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-18,,,,,302.0,,,,4504.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-19,,,,,230.0,,,,3430.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-20,,,,,157.0,,,,2341.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-21,,,,,85.0,,,,1268.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-22,,,,,85.0,,,,1268.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-23,20047.0,,,,85.0,29.9,,,1268.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-24,,,,,113.0,,,,1685.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-25,,,,,142.0,,,,2118.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-26,,,,,170.0,,,,2535.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-27,,,,,199.0,,,,2968.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-02-28,,,,,228.0,,,,3400.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-01,,,,,256.0,,,,3818.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-02,22040.0,,,,285.0,32.87,,,4250.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-03,,,,,349.0,,,,5205.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-04,,,,,413.0,,,,6159.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-05,,,,,477.0,,,,7114.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-06,,,,,542.0,,,,8083.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-07,,,,,606.0,,,,9038.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-08,,,,,670.0,,,,9992.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-09,,,,,734.0,,,,10947.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-10,,,,,734.0,,,,10947.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-11,,,,,734.0,,,,10947.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guernsey,GGY,2021-03-12,29383.0,21500.0,7883.0,,734.0,43.82,32.06,11.76,10947.0,Pfizer/BioNTech,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine
Guyana,GUY,2021-02-11,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-12,,,,,167.0,,,,212.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-13,,,,,167.0,,,,212.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-14,,,,,167.0,,,,212.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-15,668.0,668.0,,,167.0,0.08,0.08,,212.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-16,,,,,167.0,,,,212.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-17,,,,,168.0,,,,214.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-18,,,,,168.0,,,,214.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-19,,,,,168.0,,,,214.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-20,,,,,169.0,,,,215.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-21,,,,,169.0,,,,215.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Guyana,GUY,2021-02-22,1852.0,1852.0,,,169.0,0.24,0.24,,215.0,Oxford/AstraZeneca,Ministry of Health,https://newsroom.gy/2021/02/22/guyana-vaccinates-1852-frontline-workers-to-date-more-vaccines-expected-shortly/
Honduras,HND,2021-02-28,2684.0,2684.0,,,,0.03,0.03,,,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-01,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-02,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-03,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-04,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-05,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-06,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-07,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-08,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-09,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-10,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-11,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-12,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-13,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-14,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-15,,,,,276.0,,,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Honduras,HND,2021-03-16,7100.0,7100.0,,,276.0,0.07,0.07,,28.0,"Moderna, Oxford/AstraZeneca",Government of Honduras,https://user-images.githubusercontent.com/79803615/111423040-4c2aad80-86b5-11eb-9e66-18c00bfc9d86.png
Hong Kong,HKG,2021-02-21,0.0,0.0,,,,0.0,0.0,,,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-22,,,,,1200.0,,,,160.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-23,,,,,1200.0,,,,160.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-24,,,,,1200.0,,,,160.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-25,,,,,1200.0,,,,160.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-26,6000.0,6000.0,,,1200.0,0.08,0.08,,160.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-27,13600.0,13600.0,,7600.0,2267.0,0.18,0.18,,302.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-02-28,20000.0,20000.0,,6400.0,2857.0,0.27,0.27,,381.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-01,27000.0,27000.0,,7000.0,3686.0,0.36,0.36,,492.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-02,40000.0,40000.0,,13000.0,5371.0,0.53,0.53,,716.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-03,51800.0,51800.0,,11800.0,6886.0,0.69,0.69,,919.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-04,62000.0,62000.0,,10200.0,8171.0,0.83,0.83,,1090.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-05,72300.0,72300.0,,10300.0,9471.0,0.96,0.96,,1263.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-06,83700.0,83700.0,,11400.0,10014.0,1.12,1.12,,1336.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-07,93000.0,93000.0,,9300.0,10429.0,1.24,1.24,,1391.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-08,103800.0,103800.0,,10800.0,10971.0,1.38,1.38,,1463.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-09,113500.0,113500.0,,9700.0,10500.0,1.51,1.51,,1401.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-10,130500.0,130500.0,,17000.0,11243.0,1.74,1.74,,1500.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-11,145800.0,145800.0,,15300.0,11971.0,1.94,1.94,,1597.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-12,162100.0,162100.0,,16300.0,12829.0,2.16,2.16,,1711.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-13,177000.0,177000.0,,14900.0,13329.0,2.36,2.36,,1778.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-14,190700.0,190700.0,,13700.0,13957.0,2.54,2.54,,1862.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-15,206000.0,206000.0,,15300.0,14600.0,2.75,2.75,,1947.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hong Kong,HKG,2021-03-16,229300.0,229300.0,,23300.0,16543.0,3.06,3.06,,2207.0,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.info.gov.hk/gia/general/202103/16/P2021031600838.htm
Hungary,HUN,2020-12-28,1094.0,,,,,0.01,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2020-12-29,2461.0,,,1367.0,1367.0,0.03,,,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2020-12-30,3789.0,,,1328.0,1348.0,0.04,,,140.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
